epoch,step,train/DPLoss
0,2,3.1968233585357666
0,5,1.6699252128601074
0,8,1.206321120262146
0,11,-0.12469911575317383
0,14,-0.56937575340271
0,17,-0.9978406429290771
0,20,-1.0983986854553223
0,23,-1.8707172870635986
0,26,-1.751998782157898
0,29,-2.201129913330078
0,32,-2.4755189418792725
0,35,-2.083639621734619
0,38,-2.6122517585754395
1,41,-2.0946857929229736
1,44,-1.6851023435592651
1,47,-2.15997314453125
1,50,-2.6628713607788086
1,53,-1.9846153259277344
1,56,-2.5928092002868652
1,59,-2.864567279815674
1,62,-2.7606418132781982
1,65,-3.0722718238830566
1,68,-2.703925371170044
1,71,-3.200040578842163
1,74,-2.956573724746704
1,77,-2.8988840579986572
2,80,-2.286019802093506
2,83,-3.1478183269500732
2,86,-2.823805332183838
2,89,-2.8248965740203857
2,92,-3.358684539794922
2,95,-3.3447539806365967
2,98,-2.790220022201538
2,101,-2.942124843597412
2,104,-2.8805277347564697
2,107,-3.4182302951812744
2,110,-3.3597185611724854
2,113,-3.295637607574463
2,116,-2.919407367706299
2,119,3.489084482192993
3,122,-3.1724257469177246
3,125,-3.6614294052124023
3,128,-3.3083558082580566
3,131,-3.4966819286346436
3,134,-3.6057474613189697
3,137,-3.629378318786621
3,140,-3.269399881362915
3,143,-3.401057720184326
3,146,-3.337179660797119
3,149,-3.6695597171783447
3,152,-3.1295065879821777
3,155,-3.3983407020568848
3,158,-3.6153297424316406
4,161,-3.7564547061920166
4,164,-3.11004900932312
4,167,-3.6860780715942383
4,170,-3.4605188369750977
4,173,-3.5535972118377686
4,176,-3.5691065788269043
4,179,-3.3421802520751953
4,182,-3.5904617309570312
4,185,-3.4926958084106445
4,188,-3.2877895832061768
4,191,-3.893198251724243
4,194,-4.261837005615234
4,197,-3.355515718460083
5,200,-3.2108330726623535
5,203,-1.3047280311584473
5,206,-2.7504684925079346
5,209,-2.5718979835510254
5,212,-2.814976215362549
5,215,-1.952842354774475
5,218,-3.3093295097351074
5,221,-2.8786611557006836
5,224,-3.506824493408203
5,227,-3.5514798164367676
5,230,-3.689443588256836
5,233,-3.1979293823242188
5,236,-3.719794511795044
5,239,3.538844585418701
6,242,-3.639315366744995
6,245,-3.681884288787842
6,248,-3.3319408893585205
6,251,-3.7278523445129395
6,254,-3.7290570735931396
6,257,-3.6562039852142334
6,260,-3.577500820159912
6,263,-3.998318672180176
6,266,-3.5877857208251953
6,269,-3.6347806453704834
6,272,-3.9529693126678467
6,275,-3.6278693675994873
6,278,-3.0945887565612793
7,281,-3.59686541557312
7,284,-4.308772563934326
7,287,-3.5759544372558594
7,290,-3.6153273582458496
7,293,-3.520078420639038
7,296,-3.756579637527466
7,299,-3.9120254516601562
7,302,-3.894925594329834
7,305,-4.156299114227295
7,308,-3.9886841773986816
7,311,-3.702402353286743
7,314,-3.7336483001708984
7,317,-3.831578254699707
8,320,-3.8777947425842285
8,323,-3.7873311042785645
8,326,-4.092926502227783
8,329,-3.5051369667053223
8,332,-4.0441789627075195
8,335,-3.3035178184509277
8,338,-3.958942413330078
8,341,-4.105421543121338
8,344,-3.9353973865509033
8,347,-3.421347141265869
8,350,-3.9046225547790527
8,353,-3.898949384689331
8,356,-4.1914167404174805
8,359,3.0234200954437256
9,362,-3.7877309322357178
9,365,-4.04751443862915
9,368,-4.062074184417725
9,371,-3.7948997020721436
9,374,-4.126267910003662
9,377,-3.7977263927459717
9,380,-3.8210082054138184
9,383,-3.9734456539154053
9,386,-4.22063684463501
9,389,-4.208359718322754
9,392,-3.9807140827178955
9,395,-3.849897861480713
9,398,-4.070326328277588
10,401,-3.6744301319122314
10,404,-4.174874305725098
10,407,-3.873669385910034
10,410,-3.582475185394287
10,413,-3.9807112216949463
10,416,-3.9996185302734375
10,419,-4.054214954376221
10,422,-4.166740417480469
10,425,-4.259215831756592
10,428,-3.6524429321289062
10,431,-3.878176212310791
10,434,-3.7718822956085205
10,437,-4.377352237701416
11,440,-4.320620059967041
11,443,-3.791273832321167
11,446,-3.761029005050659
11,449,-3.545414447784424
11,452,-4.512070178985596
11,455,-4.259220600128174
11,458,-3.9077699184417725
11,461,-4.000857830047607
11,464,-4.249223709106445
11,467,-4.203263282775879
11,470,-4.196916580200195
11,473,-3.9224486351013184
11,476,-4.24363899230957
11,479,4.228463172912598
12,482,-3.95855712890625
12,485,-4.231523036956787
12,488,-3.8394556045532227
12,491,-3.8876054286956787
12,494,-4.182147979736328
12,497,-4.096147537231445
12,500,-4.215697288513184
12,503,-3.85823655128479
12,506,-4.111621856689453
12,509,-4.025795936584473
12,512,-4.443620681762695
12,515,-3.9213969707489014
12,518,-3.890737771987915
13,521,-4.401852130889893
13,524,-3.989053964614868
13,527,-3.6687867641448975
13,530,-3.792487621307373
13,533,-3.953383445739746
13,536,-3.950958728790283
13,539,-4.161094665527344
13,542,-4.004256725311279
13,545,-4.018982410430908
13,548,-4.172758102416992
13,551,-4.1078901290893555
13,554,-4.3282623291015625
13,557,-4.103729724884033
14,560,-4.457451343536377
14,563,-3.8540303707122803
14,566,-4.0834527015686035
14,569,-4.195867538452148
14,572,-4.372671604156494
14,575,-4.179022789001465
14,578,-4.002625465393066
14,581,-4.201593399047852
14,584,-4.22697639465332
14,587,-4.112099647521973
14,590,-4.16345739364624
14,593,-4.3325958251953125
14,596,-3.8977346420288086
14,599,3.2248523235321045
15,602,-4.171804904937744
15,605,-4.1096415519714355
15,608,-3.859386920928955
15,611,-4.326532363891602
15,614,-4.340712547302246
15,617,-3.9549243450164795
15,620,-4.5097479820251465
15,623,-4.056611061096191
15,626,-3.874072551727295
15,629,-3.977174997329712
15,632,-4.507898807525635
15,635,-4.178003311157227
15,638,-4.1352033615112305
16,641,-4.021949291229248
16,644,-3.9301905632019043
16,647,-4.4116740226745605
16,650,-4.425268173217773
16,653,-4.2157368659973145
16,656,-4.236338138580322
16,659,-4.024405479431152
16,662,-3.6550545692443848
16,665,-4.16763162612915
16,668,-4.079405307769775
16,671,-4.166329860687256
16,674,-3.614853858947754
16,677,-4.273381233215332
17,680,-4.149208068847656
17,683,-3.8578221797943115
17,686,-4.307656288146973
17,689,-3.8242154121398926
17,692,-4.038924694061279
17,695,-4.208303451538086
17,698,-4.171932220458984
17,701,-4.224732875823975
17,704,-3.920229434967041
17,707,-4.201781749725342
17,710,-4.172501564025879
17,713,-4.141914367675781
17,716,-4.560948848724365
17,719,3.0070555210113525
18,722,-4.3291521072387695
18,725,-4.348062992095947
18,728,-4.14423131942749
18,731,-4.5693745613098145
18,734,-4.224554061889648
18,737,-4.25523567199707
18,740,-4.1436285972595215
18,743,-4.509464263916016
18,746,-4.132040977478027
18,749,-4.205284595489502
18,752,-4.399935722351074
18,755,-4.421864986419678
18,758,-3.916685104370117
19,761,-4.367412567138672
19,764,-4.221822261810303
19,767,-4.559053421020508
19,770,-4.3367085456848145
19,773,-4.314011096954346
19,776,-4.322298049926758
19,779,-4.1697492599487305
19,782,-4.386586666107178
19,785,-4.297895431518555
19,788,-4.4606804847717285
19,791,-4.5638556480407715
19,794,-4.397831439971924
19,797,-4.445181369781494
20,800,-3.9710309505462646
20,803,-3.9920172691345215
20,806,-4.145097255706787
20,809,-3.999406099319458
20,812,-3.9560160636901855
20,815,-4.34421443939209
20,818,-4.117340564727783
20,821,-4.108673572540283
20,824,-4.273070335388184
20,827,-4.363128662109375
20,830,-4.373699188232422
20,833,-4.275775909423828
20,836,-4.642523288726807
20,839,3.0911307334899902
21,842,-4.469650745391846
21,845,-4.0636677742004395
21,848,-4.061281204223633
21,851,-4.001065254211426
21,854,-4.454048156738281
21,857,-4.31141996383667
21,860,-4.370589733123779
21,863,-4.002376556396484
21,866,-4.546992301940918
21,869,-4.30967378616333
21,872,-4.341702461242676
21,875,-4.230056285858154
21,878,-4.175589084625244
22,881,-4.2364115715026855
22,884,-3.733144760131836
22,887,-4.468861103057861
22,890,-4.336027145385742
22,893,-4.088619232177734
22,896,-4.088354587554932
22,899,-4.410325527191162
22,902,-3.790950298309326
22,905,-4.1087727546691895
22,908,-3.9879143238067627
22,911,-4.186755657196045
22,914,-4.356527805328369
22,917,-4.123178005218506
23,920,-4.556022644042969
23,923,-4.520806312561035
23,926,-4.595913410186768
23,929,-4.189553737640381
23,932,-4.496233940124512
23,935,-4.105147838592529
23,938,-4.184736251831055
23,941,-4.334003448486328
23,944,-4.31013298034668
23,947,-4.49720573425293
23,950,-4.203613758087158
23,953,-4.063676357269287
23,956,-4.434782981872559
23,959,3.399543523788452
24,962,-4.02665901184082
24,965,-4.471571922302246
24,968,-4.14456033706665
24,971,-4.529972076416016
24,974,-4.373812198638916
24,977,-4.3146281242370605
24,980,-4.315142631530762
24,983,-3.8189103603363037
24,986,-4.451995849609375
24,989,-4.396139621734619
24,992,-4.4414262771606445
24,995,-4.296337127685547
24,998,-3.815269947052002
25,1001,-3.754831552505493
25,1004,-4.26231575012207
25,1007,-4.114720344543457
25,1010,-4.2691755294799805
25,1013,-4.293307304382324
25,1016,-4.259964942932129
25,1019,-4.269628524780273
25,1022,-4.242554664611816
25,1025,-4.038392543792725
25,1028,-4.388126850128174
25,1031,-4.0575761795043945
25,1034,-4.057836532592773
25,1037,-4.534183025360107
26,1040,-4.40219259262085
26,1043,-4.4592485427856445
26,1046,-4.522823333740234
26,1049,-4.353682518005371
26,1052,-4.532500267028809
26,1055,-3.839722156524658
26,1058,-4.32889461517334
26,1061,-4.204237937927246
26,1064,-4.270453929901123
26,1067,-3.8821818828582764
26,1070,-4.31244421005249
26,1073,-4.03298807144165
26,1076,-4.104447841644287
26,1079,3.2656683921813965
27,1082,-4.083925724029541
27,1085,-4.09807014465332
27,1088,-4.543482780456543
27,1091,-4.521301746368408
27,1094,-4.2185959815979
27,1097,-4.065878868103027
27,1100,-4.370728969573975
27,1103,-4.491476535797119
27,1106,-4.07227087020874
27,1109,-4.217225074768066
27,1112,-4.407171726226807
27,1115,-4.280144214630127
27,1118,-4.291509628295898
28,1121,-4.001113414764404
