epoch,step,train/DPLoss
0,2,3.2952163219451904
0,5,1.4235613346099854
0,8,0.9493005275726318
0,11,-0.3994407653808594
1,14,-0.308398962020874
1,17,-1.0837889909744263
1,20,-1.875868797302246
1,23,-2.0890793800354004
2,26,-2.4023890495300293
2,29,-2.7551026344299316
2,32,-3.1130847930908203
2,35,-2.7063562870025635
2,38,-2.530475378036499
3,41,-3.2310338020324707
3,44,-3.3516910076141357
3,47,-3.377255439758301
3,50,-3.049386501312256
4,53,-3.3196539878845215
4,56,-3.697065830230713
4,59,-3.049576759338379
4,62,-3.3268563747406006
5,65,-2.730396270751953
5,68,-3.4475293159484863
5,71,-2.9872162342071533
5,74,-3.3350510597229004
5,77,-3.9011402130126953
6,80,-3.457613468170166
6,83,-3.651784658432007
6,86,-3.4884285926818848
6,89,-3.5092504024505615
7,92,-3.409452199935913
7,95,-3.579361915588379
7,98,-3.3603286743164062
7,101,-3.815311908721924
8,104,-3.3919193744659424
8,107,-3.6379895210266113
8,110,-4.044986724853516
8,113,-3.1648290157318115
8,116,-3.365161180496216
9,119,-4.007869720458984
9,122,-3.9016833305358887
9,125,-3.7148244380950928
9,128,-3.8842644691467285
10,131,-4.054401397705078
10,134,-4.090506553649902
10,137,-3.8666930198669434
10,140,-3.680713176727295
11,143,-4.134700298309326
11,146,-3.928450345993042
11,149,-3.8498756885528564
11,152,-3.8780837059020996
11,155,-3.259544610977173
12,158,-4.195590019226074
12,161,-4.036508083343506
12,164,-3.835858106613159
12,167,-4.000392436981201
13,170,-4.039107322692871
13,173,-4.00560188293457
13,176,-3.775601387023926
13,179,-4.202585220336914
14,182,-4.494941234588623
14,185,-4.088531017303467
14,188,-4.185033321380615
14,191,-4.360543251037598
14,194,-3.3459010124206543
15,197,-4.080811023712158
15,200,-4.243440628051758
15,203,-4.298102378845215
15,206,-4.368379592895508
16,209,-3.9097886085510254
16,212,-4.178051471710205
16,215,-4.392125129699707
16,218,-4.077201843261719
17,221,-4.302676677703857
17,224,-4.03320837020874
17,227,-4.279181957244873
17,230,-4.344944000244141
17,233,-4.0649590492248535
18,236,-4.276589870452881
18,239,-4.339407920837402
18,242,-4.266031742095947
18,245,-4.404849529266357
19,248,-4.24849796295166
19,251,-4.101756572723389
19,254,-4.3755059242248535
19,257,-4.411207675933838
20,260,-4.394931793212891
20,263,-4.046026706695557
20,266,-4.263789176940918
20,269,-4.24344539642334
20,272,-4.264289379119873
21,275,-4.29304838180542
21,278,-4.32418155670166
21,281,-4.272077560424805
21,284,-4.244168758392334
22,287,-4.653189182281494
22,290,-4.308897018432617
22,293,-4.52370548248291
22,296,-4.47257661819458
23,299,-4.210587501525879
23,302,-3.9508273601531982
23,305,-4.371616363525391
23,308,-4.4816741943359375
23,311,-4.279480934143066
24,314,-4.620184898376465
24,317,-4.362033367156982
24,320,-4.188754081726074
24,323,-4.6249823570251465
25,326,-4.535942554473877
25,329,-4.256147861480713
25,332,-4.345346927642822
25,335,-4.515023231506348
26,338,-4.383780479431152
26,341,-4.211628437042236
26,344,-4.552596569061279
26,347,-4.530510902404785
26,350,-4.4365997314453125
27,353,-4.51231050491333
27,356,-4.510610580444336
27,359,-4.226279258728027
27,362,-4.549530029296875
28,365,-4.549506187438965
28,368,-4.375405311584473
28,371,-4.437043190002441
28,374,-4.418406963348389
29,377,-4.448126792907715
29,380,-4.1776275634765625
29,383,-4.526479244232178
29,386,-4.532101631164551
29,389,-3.995098114013672
30,392,-3.65872859954834
30,395,-4.414222717285156
30,398,-4.4910759925842285
30,401,-4.543165683746338
31,404,-4.383609771728516
31,407,-4.399099826812744
31,410,-4.6478190422058105
31,413,-4.613051414489746
32,416,-4.610751152038574
