epoch,step,train/DPLoss
0,2,2.9160614013671875
0,5,1.7068064212799072
0,8,0.8193113803863525
0,11,0.35315561294555664
0,14,-0.32406187057495117
0,17,-0.5891191959381104
0,20,-1.3617956638336182
0,23,-1.768803358078003
1,26,-1.736236333847046
1,29,-1.9584126472473145
1,32,-2.236046314239502
1,35,-2.4567339420318604
1,38,-2.3801076412200928
1,41,-2.7965593338012695
1,44,-2.39690899848938
1,47,-3.136270523071289
2,50,-2.6231160163879395
2,53,-2.87021541595459
2,56,-2.9932737350463867
2,59,-3.1065876483917236
2,62,-2.855609893798828
2,65,-2.9336400032043457
2,68,-3.2029120922088623
2,71,-3.0223302841186523
3,74,-3.3145980834960938
3,77,-3.282262086868286
3,80,-3.0229852199554443
3,83,-2.9349265098571777
3,86,-3.1761043071746826
3,89,-3.3043875694274902
3,92,-3.261779546737671
3,95,-3.8326897621154785
4,98,-3.1510260105133057
4,101,-3.8250675201416016
4,104,-3.2808146476745605
4,107,-3.573945999145508
4,110,-3.7211573123931885
4,113,-3.835564613342285
4,116,-3.18681001663208
4,119,-3.508899450302124
5,122,-3.620349884033203
5,125,-3.683497428894043
5,128,-3.5061867237091064
5,131,-3.7537941932678223
5,134,-3.954045295715332
5,137,-3.5603935718536377
5,140,-3.9933066368103027
5,143,-3.0198488235473633
6,146,-3.7473721504211426
6,149,-3.9053051471710205
6,152,-4.110037803649902
6,155,-3.9041194915771484
6,158,-3.9161579608917236
6,161,-3.621025562286377
6,164,-3.771451711654663
6,167,-4.144806861877441
7,170,-3.3350396156311035
7,173,-3.898273229598999
7,176,-3.9326910972595215
7,179,-3.6829793453216553
7,182,-4.021724224090576
7,185,-4.181630611419678
7,188,-4.07223653793335
7,191,-3.7286288738250732
8,194,-3.9593050479888916
8,197,-4.201457500457764
8,200,-3.8140575885772705
8,203,-4.243957996368408
8,206,-3.899211883544922
8,209,-4.016490459442139
8,212,-3.9407262802124023
8,215,-3.4991495609283447
9,218,-3.861011028289795
9,221,-3.9502017498016357
9,224,-4.1326470375061035
9,227,-4.150299549102783
9,230,-4.077189922332764
9,233,-3.9441423416137695
9,236,-4.252615451812744
9,239,-4.12146520614624
10,242,-4.039547920227051
10,245,-3.929008722305298
10,248,-4.1178388595581055
10,251,-4.170597076416016
10,254,-4.379992485046387
10,257,-3.8745005130767822
10,260,-4.194924354553223
10,263,-3.3293776512145996
11,266,-4.2320237159729
11,269,-4.247727870941162
11,272,-4.43144416809082
11,275,-3.9789907932281494
11,278,-3.7493233680725098
11,281,-3.6695520877838135
11,284,-4.264209747314453
11,287,-3.5316410064697266
12,290,-4.216820240020752
12,293,-4.401450157165527
12,296,-3.963827133178711
12,299,-4.144656658172607
12,302,-4.092474937438965
12,305,-4.418159008026123
12,308,-3.9381754398345947
12,311,-4.0294694900512695
13,314,-4.278126239776611
13,317,-4.255250930786133
13,320,-4.268167972564697
13,323,-4.167963981628418
