epoch,step,train/DPLoss
0,2,3.1347994804382324
0,5,1.806636929512024
0,8,1.099318027496338
0,11,0.23043954372406006
0,14,-0.4894406795501709
1,17,-0.9712457656860352
1,20,-1.2568919658660889
1,23,-1.7211651802062988
1,26,-2.0661933422088623
1,29,-2.2221431732177734
2,32,-1.7833166122436523
2,35,-2.3199596405029297
2,38,-2.0585312843322754
2,41,-2.7368154525756836
2,44,-2.519606590270996
2,47,-2.4729020595550537
3,50,-2.810063600540161
3,53,-2.831810235977173
3,56,-2.871507406234741
3,59,-3.041574239730835
3,62,-3.163344383239746
4,65,-3.289423704147339
4,68,-3.3553507328033447
4,71,-3.3523364067077637
4,74,-3.379316568374634
4,77,-3.5481796264648438
5,80,-3.4457194805145264
5,83,-3.5910654067993164
5,86,-3.5428366661071777
5,89,-3.6645190715789795
5,92,-3.2712161540985107
5,95,-3.368898868560791
6,98,-3.5270698070526123
6,101,-3.2173664569854736
6,104,-3.660405158996582
6,107,-3.2960875034332275
6,110,-3.617046356201172
7,113,-3.586106777191162
7,116,-3.4296607971191406
7,119,-3.368577480316162
7,122,-3.702392578125
7,125,-3.67327880859375
8,128,-3.647712469100952
8,131,-3.3708107471466064
8,134,-3.437520742416382
8,137,-3.653545618057251
8,140,-3.987133264541626
8,143,-3.6126551628112793
9,146,-3.979952096939087
9,149,-3.658818244934082
9,152,-3.5479564666748047
9,155,-3.9199278354644775
9,158,-3.4023184776306152
10,161,-3.696467399597168
10,164,-3.78395414352417
10,167,-4.152657508850098
10,170,-3.7430450916290283
10,173,-3.752149820327759
11,176,-3.952685832977295
11,179,-3.772028923034668
11,182,-4.234132289886475
11,185,-4.252109050750732
11,188,-3.6985111236572266
11,191,-4.244647026062012
12,194,-3.898054838180542
12,197,-4.16723108291626
12,200,-4.201705455780029
12,203,-3.9249720573425293
12,206,-3.923394203186035
13,209,-3.92768931388855
13,212,-3.94231915473938
13,215,-4.401463031768799
13,218,-4.031062126159668
13,221,-3.9797205924987793
14,224,-3.796870708465576
14,227,-4.045220851898193
14,230,-4.384165287017822
14,233,-4.431510925292969
14,236,-3.8305885791778564
14,239,-3.527794599533081
15,242,-4.162308216094971
15,245,-3.9171032905578613
15,248,-4.204846382141113
15,251,-4.0886921882629395
15,254,-3.9557666778564453
16,257,-3.948723077774048
16,260,-3.911417007446289
16,263,-4.083422660827637
16,266,-3.818713903427124
16,269,-4.271679878234863
17,272,-4.3843889236450195
17,275,-3.7842581272125244
17,278,-4.566410541534424
17,281,-4.223755836486816
17,284,-4.335322856903076
17,287,-4.353389739990234
18,290,-4.350494384765625
18,293,-4.182130813598633
18,296,-4.184286594390869
18,299,-4.074874401092529
18,302,-4.06941032409668
19,305,-4.306325435638428
19,308,-4.358257293701172
19,311,-4.129046440124512
19,314,-4.173908233642578
19,317,-4.393049716949463
20,320,-4.411108016967773
20,323,-4.505300045013428
20,326,-3.921171188354492
20,329,-4.470966339111328
20,332,-3.834420680999756
20,335,-4.1109232902526855
21,338,-3.821960210800171
21,341,-4.295196056365967
21,344,-4.127069473266602
21,347,-4.254363536834717
21,350,-4.324527263641357
22,353,-4.414592742919922
22,356,-4.416391372680664
22,359,-4.394796848297119
22,362,-3.742995023727417
22,365,-4.486105918884277
23,368,-4.298312187194824
23,371,-4.134035110473633
23,374,-4.362301349639893
23,377,-4.1924920082092285
23,380,-4.4153056144714355
23,383,-4.093625545501709
24,386,-4.403459548950195
24,389,-4.464439392089844
24,392,-4.521790027618408
24,395,-4.563624858856201
24,398,-4.3470330238342285
25,401,-4.438759803771973
25,404,-4.418402194976807
25,407,-4.313543319702148
